category,author,title,description,reference,catalog,city,year,editorial,parsed
ANTROPOLOGIA,Federico Pérez Aguilar Suárez Caballero,Extremadura y sus símbolos parlantes. Guía para curiosos y desavisados. Badajoz,"Los autores, miembros de AEXAN (Asociación ConservacionistaCultural), han recorrido cada pueblo de Badajoz para fotografiar las esta-tuas en ellos alzadas a personajes, actividades o acontecimientos históri-cos típicos de cada población. Todas se reproducen aquí en blanco ynegro. Además, y apoyándose fundamentalmente, según confiesan, enlos datos de la Gran Enciclopedia de Extremadura, se ofertan las noticiasbásicas sobre cada uno de los monumentos fotografiados. Un apéndicerecoge la biografía de los escultores. La obra resulta interesante, aunquecarezca de una metodología clara. ¿Cuáles son los ""símbolos parlantes""considerados? Porque, junto a las estatuas, relieves, placas y otras piezasescultóricas (lo esencial del trabajo), se incluyen también piezas comoalgunas cruces o rollos, prensas de lagares, monolitos e incluso el famosodístylo romano de Zalamea. Por esa segunda proyección, la obra podríaTutbolista.resultar inacabable.el astro","Suárez Caballero, Federico Pérez Aguilar, Beatriz
Extremadura y sus símbolos parlantes. Guía para curiosos y desavisados. Badajoz
Badajoz, Universitas Editorial, 1999.
Los autores, miembros de AEXAN (Asociación ConservacionistaCultural), han recorrido cada pueblo de Badajoz para fotografiar las esta-tuas en ellos alzadas a personajes, actividades o acontecimientos históri-cos típicos de cada población. Todas se reproducen aquí en blanco ynegro. Además, y apoyándose fundamentalmente, según confiesan, enlos datos de la Gran Enciclopedia de Extremadura, se ofertan las noticiasbásicas sobre cada uno de los monumentos fotografiados. Un apéndicerecoge la biografía de los escultores. La obra resulta interesante, aunquecarezca de una metodología clara. ¿Cuáles son los ""símbolos parlantes""considerados? Porque, junto a las estatuas, relieves, placas y otras piezasescultóricas (lo esencial del trabajo), se incluyen también piezas comoalgunas cruces o rollos, prensas de lagares, monolitos e incluso el famosodístylo romano de Zalamea. Por esa segunda proyección, la obra podríaTutbolista.resultar inacabable.el astro
",2014-2015,Badajoz,1999, Universitas Editorial,True
ANTROPOLOGIA,Un Bibliófilo Extremeño,Brevísimos apuntes sobre el desarrollo de los estudios folklóricos en Extremadura,"PXP andMSegún acostumbra, la UBEx tuvo a bien decidir la reedición de algúntexto importante para conmemorar el ""Día del bibliófilo"" 1998. En estecaso, se ha elegido uno que, pese a su brevedad, encierra múltiples encan-tos. Se trata de un opúsculo impreso en Badajoz, el año 1926, por laimprenta Campini. Lo firma ""Un Bibliófilo Extremeño"". Como se sabe,bajo dicho seudónimo se ocultaba el nombre de quien, andando el tiem-po, habría de convertirse en el ""Príncipe de los Bibliógrafos Españoles"",según denominase el gran Marcel Bataillon a D. Antonio Rodríguez-Moñíno. Contaba entonces el ya bien orientado investigador únicamentedieciséis abriles (n. Calzadilla de los Barros, 1910) y aún no había hechola fusión de sus dos primeros apellidos. leiosiba asiansvinU.sojsbedLa singularidad de esta obrita es que fue la primera publicada por suautor, si se exceptúa el artículo ""Joaquín Romero de Cepeda. (Escritorextremeño del siglo XVI)"", que viera la luz en la escurialense revista20115 115 2Nueva Etapa (1925, t. XXVII, pp. 352-357. La humilde, pero ya valiosa,biblioteca cuyos fondos ha ido formando la Unión de Bibliófilos Extre-meños cuenta con un ejemplar de estos Brevísimos Apuntes sobre el desa-rrollo de los estudios folk-lóricos en Extremadura merced a la generosidad deD. Rafael Rodríguez-Moñino, que se ocupa actualmente de componer labiografía de su famoso tío. Es el utilizado para esta reedición facsimilar,cuidada por Tecnigraf y enriquecida ahora con un prólogo de JavierMarcos Arévalo.Se trata de un opúsculo con sólo dieciséis páginas en octavo, del quese tiraron únicamente cien ejemplares, al precio de una peseta. Variascosas llaman la atención: por una parte, la extraordinaria madurez estilís-tica que se percibe en este trabajo. Sin temor a exageraciones, puededecirse que este folleto posee ya la prosa rotunda, de perfección clásica,bien reconocible en todas las páginas de Moñino. Por otra, sorprendecómo, aunque incurra en alguna imprecisión juvenil, tenía ya entoncesconocimiento de las mejores fuentes publicadas sobre el tema (El Folk-loreFrexnense y Bético-Extremeño; la Revista de Extremadura; El curioso averi-guador de Valencia de Alcántara; Archivo Extremeño; De cosas extremeñas yalgo más, de Javier Sancho González). Por supuesto, no ignora las aporta-ciones a la cultura popular recogidas en las obras de Gabriel y Galán, LuisChamizo y Antonio Reyes Huertas (""quizá el secreto de su éxito -escriberefiriéndose a este último- dependa de haberse asimilado tan bien ellenguaje y costumbre de nuestros recios campusinos""). Finalmente,aunque sea cosa bien asentada, la decidida vocación extremeñista deRodríguez-Moñino, ""Un Bibliófilo Extremeño"", que los años y, por quéno decirlo, las ingratitudes cosechadas en su tierra, nunca lograronmenguar.Supzodsum","Un Bibliófilo Extremeño
Brevísimos apuntes sobre el desarrollo de los estudios folklóricos en Extremadura
Badajoz, UBEX, 1998.
PXP andMSegún acostumbra, la UBEx tuvo a bien decidir la reedición de algúntexto importante para conmemorar el ""Día del bibliófilo"" 1998. En estecaso, se ha elegido uno que, pese a su brevedad, encierra múltiples encan-tos. Se trata de un opúsculo impreso en Badajoz, el año 1926, por laimprenta Campini. Lo firma ""Un Bibliófilo Extremeño"". Como se sabe,bajo dicho seudónimo se ocultaba el nombre de quien, andando el tiem-po, habría de convertirse en el ""Príncipe de los Bibliógrafos Españoles"",según denominase el gran Marcel Bataillon a D. Antonio Rodríguez-Moñíno. Contaba entonces el ya bien orientado investigador únicamentedieciséis abriles (n. Calzadilla de los Barros, 1910) y aún no había hechola fusión de sus dos primeros apellidos. leiosiba asiansvinU.sojsbedLa singularidad de esta obrita es que fue la primera publicada por suautor, si se exceptúa el artículo ""Joaquín Romero de Cepeda. (Escritorextremeño del siglo XVI)"", que viera la luz en la escurialense revista20115 115 2Nueva Etapa (1925, t. XXVII, pp. 352-357. La humilde, pero ya valiosa,biblioteca cuyos fondos ha ido formando la Unión de Bibliófilos Extre-meños cuenta con un ejemplar de estos Brevísimos Apuntes sobre el desa-rrollo de los estudios folk-lóricos en Extremadura merced a la generosidad deD. Rafael Rodríguez-Moñino, que se ocupa actualmente de componer labiografía de su famoso tío. Es el utilizado para esta reedición facsimilar,cuidada por Tecnigraf y enriquecida ahora con un prólogo de JavierMarcos Arévalo.Se trata de un opúsculo con sólo dieciséis páginas en octavo, del quese tiraron únicamente cien ejemplares, al precio de una peseta. Variascosas llaman la atención: por una parte, la extraordinaria madurez estilís-tica que se percibe en este trabajo. Sin temor a exageraciones, puededecirse que este folleto posee ya la prosa rotunda, de perfección clásica,bien reconocible en todas las páginas de Moñino. Por otra, sorprendecómo, aunque incurra en alguna imprecisión juvenil, tenía ya entoncesconocimiento de las mejores fuentes publicadas sobre el tema (El Folk-loreFrexnense y Bético-Extremeño; la Revista de Extremadura; El curioso averi-guador de Valencia de Alcántara; Archivo Extremeño; De cosas extremeñas yalgo más, de Javier Sancho González). Por supuesto, no ignora las aporta-ciones a la cultura popular recogidas en las obras de Gabriel y Galán, LuisChamizo y Antonio Reyes Huertas (""quizá el secreto de su éxito -escriberefiriéndose a este último- dependa de haberse asimilado tan bien ellenguaje y costumbre de nuestros recios campusinos""). Finalmente,aunque sea cosa bien asentada, la decidida vocación extremeñista deRodríguez-Moñino, ""Un Bibliófilo Extremeño"", que los años y, por quéno decirlo, las ingratitudes cosechadas en su tierra, nunca lograronmenguar.Supzodsum
",2014-2015,Badajoz,1998, UBEX,True
ANTROPOLOGIA,Pepe Vela,Badajoz en el recuerdo,"Pepe Vela parece cada vez más decidido a convertirse en el literato queperpetúe la intrahistoria de Badajoz. Él no se preocupa por lo que otrosconsideran grandes acontecimientos, las magnas vicisitudes socioeconó-micas o políticas (tampoco muy abundantes en nuestra ciudad). A PepeVela le atraen más esos pequeños fenómenos cotidianos, el discurrir y losafanes diarios de la gente sencilla, que Unamuno caracterizase como lointrahistórico. Con tales ""menudencias"" construye él sus relatos costum-bristas, sin grandes pretensiones literarias -aunque estoy seguro de quepodría mejorar el estilo de estos entrañables cuadros, si así se lo propusie-ra-, de indudable atractivo.acl arbor ns sidioonoos neidBadajoz en el recuerdo tiene también mucho de libro de memorias,pues el autor conoce de primera mano las anécdotas narradas, tuvo parteen las actividades aquí recogidas, trató directamente a los personajes quepasean tanta humanidad por estas páginas. A shaisLas abren unos apuntes sobre La Alianza, famosa librería pacense,fundada el año 1840, lo que la hace uno de las más antiguas entre lasexistentes en España. Para su redacción ha contado con un documentoológrafo compuesto por Luis Doncel Echevarría. La Alianza ha sidotambién taller de encuadernación, fábrica de cajas, imprenta, papelería,abastecedora de material escolar (pupitres incluidos), reparación deplumas estilográficas, editora de catálogos, trastienda de libros prohibi-dos... Nos conmueve leer como ""a los pocos días de tomar Badajoz lastropas nacionales, requisaron la mayoría de los libros que había en el esta-blecimiento, llevándose los mismos al patio del cuartel de la GuardiaCivil, donde en presencia del gerente de la librería de aquellos años, D.Gabriel Doncel Prieto, les prendieron fuego"" (pág. 41). Otros muchosdetalles nos ilustran acerca de la historia contemporánea española contanto rigor como un tratado del género: autores censurados durante elfranquismo, liquidaciones económicas que se hacían a los catedráticos,textos que se estudiaban en las diferentes instituciones educativas, razonesextraliterarias del éxito de algunas obras.Multitud son los personajes que nos asombran con sus derroches deingenio, picardía, ternura o simple capacidad para sobrevivir en situacio-nes verdaderamente difíciles. Por este ""gran teatro de la calle"", según gustadecir el autor, transitan peluqueros caninos (Rufino Naranjo), churreros(Francisco Vázquez), diseñadores de carteles (José Paniagua), taberneros(Pedro ""el tuerto"", o Señó Vicente ""el del té""), mozos de estación (""Elcojo maletas"", Teodoro Viera), muleros, dulceras (señá Felisa), cantaoresde tangos y jaleos (Domingo Rodríguez, ""el Madalena""), barqueros delGuadiana (Sr. Emilio ""el Virelo""), caricatos (Morato ""el Chuflas""), bailari-nes (Ramón Rodríguez, ""Ramuncho de Plata"")... y, claro está, músicos,como Francisco Díaz ""Paquirri” (batería) o Pablo Romero (pianista ycompositor).Vivos aún muchos de ellos, tratados todos cariñosamente en la obrade Vela, constituyen el testimonio cálido de una época ya preterida, perocuya matriz nos engendró, de la que somos hijos y sin la cual ni siquierapodríamos entendernos.","Vela, Pepe
Badajoz en el recuerdo
Badajoz, Tecnigraf editores. 1999.
Pepe Vela parece cada vez más decidido a convertirse en el literato queperpetúe la intrahistoria de Badajoz. Él no se preocupa por lo que otrosconsideran grandes acontecimientos, las magnas vicisitudes socioeconó-micas o políticas (tampoco muy abundantes en nuestra ciudad). A PepeVela le atraen más esos pequeños fenómenos cotidianos, el discurrir y losafanes diarios de la gente sencilla, que Unamuno caracterizase como lointrahistórico. Con tales ""menudencias"" construye él sus relatos costum-bristas, sin grandes pretensiones literarias -aunque estoy seguro de quepodría mejorar el estilo de estos entrañables cuadros, si así se lo propusie-ra-, de indudable atractivo.acl arbor ns sidioonoos neidBadajoz en el recuerdo tiene también mucho de libro de memorias,pues el autor conoce de primera mano las anécdotas narradas, tuvo parteen las actividades aquí recogidas, trató directamente a los personajes quepasean tanta humanidad por estas páginas. A shaisLas abren unos apuntes sobre La Alianza, famosa librería pacense,fundada el año 1840, lo que la hace uno de las más antiguas entre lasexistentes en España. Para su redacción ha contado con un documentoológrafo compuesto por Luis Doncel Echevarría. La Alianza ha sidotambién taller de encuadernación, fábrica de cajas, imprenta, papelería,abastecedora de material escolar (pupitres incluidos), reparación deplumas estilográficas, editora de catálogos, trastienda de libros prohibi-dos... Nos conmueve leer como ""a los pocos días de tomar Badajoz lastropas nacionales, requisaron la mayoría de los libros que había en el esta-blecimiento, llevándose los mismos al patio del cuartel de la GuardiaCivil, donde en presencia del gerente de la librería de aquellos años, D.Gabriel Doncel Prieto, les prendieron fuego"" (pág. 41). Otros muchosdetalles nos ilustran acerca de la historia contemporánea española contanto rigor como un tratado del género: autores censurados durante elfranquismo, liquidaciones económicas que se hacían a los catedráticos,textos que se estudiaban en las diferentes instituciones educativas, razonesextraliterarias del éxito de algunas obras.Multitud son los personajes que nos asombran con sus derroches deingenio, picardía, ternura o simple capacidad para sobrevivir en situacio-nes verdaderamente difíciles. Por este ""gran teatro de la calle"", según gustadecir el autor, transitan peluqueros caninos (Rufino Naranjo), churreros(Francisco Vázquez), diseñadores de carteles (José Paniagua), taberneros(Pedro ""el tuerto"", o Señó Vicente ""el del té""), mozos de estación (""Elcojo maletas"", Teodoro Viera), muleros, dulceras (señá Felisa), cantaoresde tangos y jaleos (Domingo Rodríguez, ""el Madalena""), barqueros delGuadiana (Sr. Emilio ""el Virelo""), caricatos (Morato ""el Chuflas""), bailari-nes (Ramón Rodríguez, ""Ramuncho de Plata"")... y, claro está, músicos,como Francisco Díaz ""Paquirri” (batería) o Pablo Romero (pianista ycompositor).Vivos aún muchos de ellos, tratados todos cariñosamente en la obrade Vela, constituyen el testimonio cálido de una época ya preterida, perocuya matriz nos engendró, de la que somos hijos y sin la cual ni siquierapodríamos entendernos.
",2014-2015,Badajoz,1999,Tecnigraf editores,True
ANTROPOLOGIA,Agustín Velázquez Jiménez,"La Cofradía de Ntro. Padre Jesús Nazareno, Stmo. Cristo de los Remedios y Ntra. Sra. del Mayor Dolor","InvariantesConservador del Museo N. de Arte Romano y estudioso de nuestraHistoria, el autor ofrece estas que humildemente juzga ""notas"" o ""apun-tes"" para reconstruir el pasado de una entidad cuyos primeros días seremontan al Siglo de las Luces. José María Álvarez Martínez resalta en elprólogo las dificultades que ha debido superar el investigador, muchasveces enfrentado a la pérdida o destrucción de los documentos pertinen-1997-1999tes. En una obra donde los elementos iconográficos resultan fundamenta-les, cabe destacar también las numerosas fotografías que ilustran el bienelaborado texto.bdo zenugle obповbuniluM","Velázquez Jiménez, Agustín
La Cofradía de Ntro. Padre Jesús Nazareno, Stmo. Cristo de los Remedios y Ntra. Sra. del Mayor Dolor
Mérida, Cofradía de Ntro. Padre Jesús Nazareno..., 1997.
InvariantesConservador del Museo N. de Arte Romano y estudioso de nuestraHistoria, el autor ofrece estas que humildemente juzga ""notas"" o ""apun-tes"" para reconstruir el pasado de una entidad cuyos primeros días seremontan al Siglo de las Luces. José María Álvarez Martínez resalta en elprólogo las dificultades que ha debido superar el investigador, muchasveces enfrentado a la pérdida o destrucción de los documentos pertinen-1997-1999tes. En una obra donde los elementos iconográficos resultan fundamenta-les, cabe destacar también las numerosas fotografías que ilustran el bienelaborado texto.bdo zenugle obповbuniluM
",2014-2015,Mérida,1997, Cofradía de Ntro. Padre Jesús Nazareno...,True
ANTROPOLOGIA,Florencio Vicente Castro;otros,Actas II Congreso de Historia de la Antropología,"La Asociación de Psicología de Extremadura ha tenido el buen acuer-do de publicar en este volumen de 718 páginas parte de las ponencias ycomunicaciones presentadas en el congreso que se celebró en Olivenza amediados de noviembre de 1996. Antropólogos llegados de todas lasComunidades españolas debatieron en torno al tema ""Identidad y fronte-ras culturales"". Por lo que respecta a Extremadura, interesan especialmen-te los trabajos de F. Vicente Castro y su equipo (""Construcción de laidentidad regional""), el de Tomás Calvo Buezas -decepcionante, para loque podría esperarse de un especialista tan cualificado-, con el título de""La identidad extremeña. Hacia una nueva imagen""; el de José L. MajadaNeila (""Os comigos de mim"" (Pessoa). Motes, piropos, dictados, refranes,canciones, mitología popular y otras tradiciones orales en la ""raya"" extre-meña con Portugal"") y el de Santiago Amaya (""Sistema de gestión y usode propiedades colectivas en Extremadura: el caso de Zahínos"").","Vicente Castro, Florencio y otros (eds.)
Actas II Congreso de Historia de la Antropología
Badajoz, PSICOEX, 1996.
La Asociación de Psicología de Extremadura ha tenido el buen acuer-do de publicar en este volumen de 718 páginas parte de las ponencias ycomunicaciones presentadas en el congreso que se celebró en Olivenza amediados de noviembre de 1996. Antropólogos llegados de todas lasComunidades españolas debatieron en torno al tema ""Identidad y fronte-ras culturales"". Por lo que respecta a Extremadura, interesan especialmen-te los trabajos de F. Vicente Castro y su equipo (""Construcción de laidentidad regional""), el de Tomás Calvo Buezas -decepcionante, para loque podría esperarse de un especialista tan cualificado-, con el título de""La identidad extremeña. Hacia una nueva imagen""; el de José L. MajadaNeila (""Os comigos de mim"" (Pessoa). Motes, piropos, dictados, refranes,canciones, mitología popular y otras tradiciones orales en la ""raya"" extre-meña con Portugal"") y el de Santiago Amaya (""Sistema de gestión y usode propiedades colectivas en Extremadura: el caso de Zahínos"").
",2014-2015,Badajoz,1996, PSICOEX,True
ANTROPOLOGIA,Julio Yuste,Guía de rutas gastronómicas,"Miembro ilustre de la Cofradía Extremeña de Gastronomía, el secre-tario de la UBEX propone recorrer nuestra geografía siguiendo los cami-nos del jamón ibérico, los de cabra y oveja, el cordero, el cabrito,quesosel pimentón, la tenca, los vinos..., tan excelentes en cualquier rincón deesta Comunidad. Con hermoso diseño de Pepe Melara, incluye tambiénalgunas fórmulas culinarias tomadas del Recetario de Cocina Extremeña(Universitas).10 10.(gog ba","Yuste, Julio
Guía de rutas gastronómicas
Mérida, Consejería de Medio Ambiente, 1998. 3. ကောလိပ်များ
Miembro ilustre de la Cofradía Extremeña de Gastronomía, el secre-tario de la UBEX propone recorrer nuestra geografía siguiendo los cami-nos del jamón ibérico, los de cabra y oveja, el cordero, el cabrito,quesosel pimentón, la tenca, los vinos..., tan excelentes en cualquier rincón deesta Comunidad. Con hermoso diseño de Pepe Melara, incluye tambiénalgunas fórmulas culinarias tomadas del Recetario de Cocina Extremeña(Universitas).10 10.(gog ba
",2014-2015,Mérida,1998, Consejería de Medio Ambiente,True
ANTROPOLOGIA,Antonio Zoido Naranjo,Ni Oriente ni Occidente. Viaje al centro de la cultura andaluza,"Antonio Zoido Naranjo, nacido en Monesterio (1944), estudió elbachillerato en Cáceres, licenciándose en Filosofía por las universidadesGregoriana, de Roma, y Complutense de Madrid. No obstante, aunquesin renunciar a sus raíces, Zoido se considera tan sevillano como extreme-ño, pues pasó a residir muy joven en Sevilla, donde su padre fue traslada-por razones laborales. En la Universidad hispalense es catedrático deGeografía, muy prestigioso por cierto, el hermano menor de este ensayis-ta, Florencio, también nacido en Extremadura.doAntonio Zoido es uno de los máximos conocedores de la culturaandalusí. Ha publicado obras como Al Señor de la Calle o La Virgen de losReyes y el Pueblo de Sevilla, siendo coautor de El siglo de Blas Infante,Diccionario andaluz, Historia de Andalucía en la Edad Media y Flamenco ynacionalismo. Tuvo a su cargo numerosos proyectos culturales, entre ellosla dirección de la magnífica Biblioteca de la Cultura Andaluza, habiendocoordinado exposiciones y congresos nacionales e internacionales, comoInvariantes arquitectónicas de las ciudades de Andalucía y el Magreb(Tetuán, 1988), Paisaje mediterráneo (Expo 92), De Velázquez a Murillo, ilSecolo d'Oro di Andaluzia (Venecia, 1993), La Andalucía de Demófilo(Sevilla, 1993), o XXIV Congreso de Arte Flamenco (Sevilla, 1996).Zoido, que trabaja para la Consejería de Cultura de la Junta de Anda-lucía, es un consumado especialista en el tema. Así lo vuelve a demostrarcon este Viaje al centro de la cultura andaluza, según el subtítulo puesto a1997-1999la obra que aquí se presenta. El objetivo de Ni Oriente ni Occidente esdoble: por una parte, definir los rasgos específicos de tantas manifestacio-nes nacidas y desarrolladas en aquellos territorios (la lírica de las jarchas yel zéjel, la música de las nubas, la mística sufí, el cante jondo, la filosofíade inspiración judeo-arábiga, la religiosidad popular de las procesiones, lafiesta de los toros, la arquitectura mudéjar, el folklore gitano...). Por otra,se establecen las influencias que tales creaciones -convertidas, a la postre,en las más típicamente ""españolas""- habrían de ejercer sobre el resto deEuropa, el norte de África, la América hispana e incluso otros lugaresremotos.xtremadura ha tenido el Buck acierHemos de señalar que todos estos análisis se realizan con enormerigor, sobre una base bibliográfica impresionante y sin ningún género dechovinismo. ""Yo no creo en las cosas inmortales. No creo en la personali-dad histórica eterna que trasciende los tiempos independientemente delas personas. No creo por lo tanto ni en la Europa, ni en la España, ni enla Andalucía eternas, porque no tengo ningún apego al concepto de sacra-lidad del territorio. No creo que las fronteras territoriales tengan ningunavirtualidad para hacer que los bienes cambien su distribución y sigoateniéndome tozudamente a que la principal división de los humanos estáen las rayas que trazan los campos de la riqueza y la pobreza"", proclamarotundamente el autor. Ahora bien, no admite que lo andaluz haya sidovisto con recelo en territorios donde antes y ahora se plantea una nuevaconcepción del Estado. Justamente su intento es mostrar las riquezasculturales de Andalucía, pioneras tantas veces y muy superiores en canti-dad y calidad a las de otros pueblos españoles, acaso mucho más reivindi-cativos.ob zabebuia el ab asinòstiopisVed (Se og)(seehom spain (8801,nusT)isV) sylabah th osob loss?biente, 19193 VOXX(eeerallive?)Gitdemaun obie&ابرجاوي","Zoido Naranjo, Antonio
Ni Oriente ni Occidente. Viaje al centro de la cultura andaluza
Sevilla, Signatura Ediciones de Andalucía, 1998.
Antonio Zoido Naranjo, nacido en Monesterio (1944), estudió elbachillerato en Cáceres, licenciándose en Filosofía por las universidadesGregoriana, de Roma, y Complutense de Madrid. No obstante, aunquesin renunciar a sus raíces, Zoido se considera tan sevillano como extreme-ño, pues pasó a residir muy joven en Sevilla, donde su padre fue traslada-por razones laborales. En la Universidad hispalense es catedrático deGeografía, muy prestigioso por cierto, el hermano menor de este ensayis-ta, Florencio, también nacido en Extremadura.doAntonio Zoido es uno de los máximos conocedores de la culturaandalusí. Ha publicado obras como Al Señor de la Calle o La Virgen de losReyes y el Pueblo de Sevilla, siendo coautor de El siglo de Blas Infante,Diccionario andaluz, Historia de Andalucía en la Edad Media y Flamenco ynacionalismo. Tuvo a su cargo numerosos proyectos culturales, entre ellosla dirección de la magnífica Biblioteca de la Cultura Andaluza, habiendocoordinado exposiciones y congresos nacionales e internacionales, comoInvariantes arquitectónicas de las ciudades de Andalucía y el Magreb(Tetuán, 1988), Paisaje mediterráneo (Expo 92), De Velázquez a Murillo, ilSecolo d'Oro di Andaluzia (Venecia, 1993), La Andalucía de Demófilo(Sevilla, 1993), o XXIV Congreso de Arte Flamenco (Sevilla, 1996).Zoido, que trabaja para la Consejería de Cultura de la Junta de Anda-lucía, es un consumado especialista en el tema. Así lo vuelve a demostrarcon este Viaje al centro de la cultura andaluza, según el subtítulo puesto a1997-1999la obra que aquí se presenta. El objetivo de Ni Oriente ni Occidente esdoble: por una parte, definir los rasgos específicos de tantas manifestacio-nes nacidas y desarrolladas en aquellos territorios (la lírica de las jarchas yel zéjel, la música de las nubas, la mística sufí, el cante jondo, la filosofíade inspiración judeo-arábiga, la religiosidad popular de las procesiones, lafiesta de los toros, la arquitectura mudéjar, el folklore gitano...). Por otra,se establecen las influencias que tales creaciones -convertidas, a la postre,en las más típicamente ""españolas""- habrían de ejercer sobre el resto deEuropa, el norte de África, la América hispana e incluso otros lugaresremotos.xtremadura ha tenido el Buck acierHemos de señalar que todos estos análisis se realizan con enormerigor, sobre una base bibliográfica impresionante y sin ningún género dechovinismo. ""Yo no creo en las cosas inmortales. No creo en la personali-dad histórica eterna que trasciende los tiempos independientemente delas personas. No creo por lo tanto ni en la Europa, ni en la España, ni enla Andalucía eternas, porque no tengo ningún apego al concepto de sacra-lidad del territorio. No creo que las fronteras territoriales tengan ningunavirtualidad para hacer que los bienes cambien su distribución y sigoateniéndome tozudamente a que la principal división de los humanos estáen las rayas que trazan los campos de la riqueza y la pobreza"", proclamarotundamente el autor. Ahora bien, no admite que lo andaluz haya sidovisto con recelo en territorios donde antes y ahora se plantea una nuevaconcepción del Estado. Justamente su intento es mostrar las riquezasculturales de Andalucía, pioneras tantas veces y muy superiores en canti-dad y calidad a las de otros pueblos españoles, acaso mucho más reivindi-cativos.ob zabebuia el ab asinòstiopisVed (Se og)(seehom spain (8801,nusT)isV) sylabah th osob loss?biente, 19193 VOXX(eeerallive?)Gitdemaun obie&ابرجاوي
",2014-2015,Sevilla,1998, Signatura Ediciones de Andalucía,True
ANTROPOLOGIA,AA.VV,Guia de grupos artísticos de Extremadura,"Auténticopagina a la ficha deres, corales, gruporconocer la direccióncida ofertado y sinopsis del mismo,te, ere. La redacción de los datos, aunque","AA.VV
Guia de grupos artísticos de Extremadura
Mérida, ERE, 1998.
Auténticopagina a la ficha deres, corales, gruporconocer la direccióncida ofertado y sinopsis del mismo,te, ere. La redacción de los datos, aunque
",2014-2015,Mérida,1998, ERE,True
ANTROPOLOGIA,AA.VV,Exposición colectiva de pintura de diecinueve artistas contemporáneos,"Canilogo de la mue1996), con obraTotal, PérezRomero, Manuelotros. Muy biennoticias sobre cadastologades.AA. VV.Mérida ExcancerMérida, ConsorciePrimera publido, te traticomplemMonuuNo Oriente ni Occidente esde tante manifestacio(la lirica de las jarcha yfel canre jondo, la filosofíapopular de las procesiones, lafolklore gitano...). Por otra,-convertidas a la postrerestodede ejercer sobre elhispana e incluso otros lugaressandlisis se realizan con enormecionante y sin ningún género demortales No creo en la personalitiempos independientemente deEuropa, ni en la España, ni caapego al concepto de sacra-territoriales rengas ningunambien su distribución y sigodivisión de los humanos estádiqueza y la pobreza, proclamaadmire que lo andaluz haya sideahora se plantea una nuevaes mostrar las riquezasy muy superiores en canti-acaso mucho más reivindi","AA.VV
Exposición colectiva de pintura de diecinueve artistas contemporáneos
Badajoz, Galeria de Franco Nisa, 1996
Canilogo de la mue1996), con obraTotal, PérezRomero, Manuelotros. Muy biennoticias sobre cadastologades.AA. VV.Mérida ExcancerMérida, ConsorciePrimera publido, te traticomplemMonuuNo Oriente ni Occidente esde tante manifestacio(la lirica de las jarcha yfel canre jondo, la filosofíapopular de las procesiones, lafolklore gitano...). Por otra,-convertidas a la postrerestodede ejercer sobre elhispana e incluso otros lugaressandlisis se realizan con enormecionante y sin ningún género demortales No creo en la personalitiempos independientemente deEuropa, ni en la España, ni caapego al concepto de sacra-territoriales rengas ningunambien su distribución y sigodivisión de los humanos estádiqueza y la pobreza, proclamaadmire que lo andaluz haya sideahora se plantea una nuevaes mostrar las riquezasy muy superiores en canti-acaso mucho más reivindi
",2014-2015,Badajoz,1996, Galeria de Franco Nisa,True
ARTE,AA.VV.,Guía de grupos artísticos de Extremadura,"Auténtico archivo, de hermoso y práctico diseño, que dedica unapágina a la ficha técnica de cada una de las bandas de música, cantauto-res, corales, grupos de teatro... residentes en Extremadura. Permite asíconocer la dirección, necesidades técnicas, tipo de espectáculo o produc-ción ofertado y sinopsis del mismo, direcciones, presupuestos que requie-re, etc. La redacción de los datos, aunque anónima, está muy cuidada.","AA. VV.
Guía de grupos artísticos de Extremadura
Mérida, ERE, 1998.
Auténtico archivo, de hermoso y práctico diseño, que dedica unapágina a la ficha técnica de cada una de las bandas de música, cantauto-res, corales, grupos de teatro... residentes en Extremadura. Permite asíconocer la dirección, necesidades técnicas, tipo de espectáculo o produc-ción ofertado y sinopsis del mismo, direcciones, presupuestos que requie-re, etc. La redacción de los datos, aunque anónima, está muy cuidada.
",2014-2015,Mérida,1998, ERE,True
ARTE,AA.VV.,Exposición colectiva de pintura de diecinueve artistas contemporáneos,"Catálogo de la muestra organizada por la entidad editora (25 octubre1996), con obra de nombres tan importantes como los de CristóbalToral, Pérez Muñoz, Santiago Morato, Jaime de Jaraíz, María TeresaRomero, Manuel de las Casas, Juan Borobio y Eduardo Naranjo, entreotros. Muy bien impreso, en colores, por Indugrafic, ofrece abundantesnoticias sobre cada uno de los antologados.","AA. VV.
Exposición colectiva de pintura de diecinueve artistas contemporáneos
Badajoz, Galería de Arte Franco Nisa, 1996.
Catálogo de la muestra organizada por la entidad editora (25 octubre1996), con obra de nombres tan importantes como los de CristóbalToral, Pérez Muñoz, Santiago Morato, Jaime de Jaraíz, María TeresaRomero, Manuel de las Casas, Juan Borobio y Eduardo Naranjo, entreotros. Muy bien impreso, en colores, por Indugrafic, ofrece abundantesnoticias sobre cada uno de los antologados.
",2014-2015,Badajoz,1996, Galería de Arte Franco Nisa,True
